Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion,Street
1000001661,2022-11-05 00:44:00,Kristine Christensen,"['Peanut Butter', 'Dish Soap']",3,34.21,Credit Card,New York,Department Store,True,Senior Citizen,Summer,,Wall Street
1000001662,2022-03-05 22:22:08,Cynthia Parks,"['Canned Soup', 'Toilet Paper', 'Sponges', 'Ketchup']",5,37.25,Cash,Houston,Convenience Store,True,Professional,Summer,Discount on Selected Items,Woodway Drive
1000001663,2021-01-16 17:05:22,Angel Burnett,"['Deodorant', 'Orange', 'Hair Gel', 'Salmon']",9,63.7,Mobile Payment,New York,Pharmacy,False,Young Adult,Spring,Discount on Selected Items,Greenwich Street
1000001664,2024-05-01 04:28:12,Sydney Moore,"['Dish Soap', 'Toothbrush']",7,53.42,Cash,Chicago,Warehouse Club,False,Senior Citizen,Spring,BOGO (Buy One Get One),Randolph Street
1000001665,2022-02-22 16:28:48,Regina Stevenson,"['Soda', 'Bread', 'Diapers', 'Water', 'Feminine Hygiene Products']",9,50.15,Cash,Seattle,Warehouse Club,True,Student,Spring,,Broadway Avenue
1000001666,2021-06-13 11:05:00,Lauren Stewart,"['Honey', 'Potatoes', 'Olive Oil', 'Soda', 'Vinegar']",2,67.67,Mobile Payment,New York,Warehouse Club,True,Young Adult,Winter,,Greenwich Street
1000001667,2021-08-21 01:42:39,Ana Figueroa,"['Toothbrush', 'Shampoo', 'Lawn Mower', 'Iron']",7,52.8,Debit Card,San Francisco,Convenience Store,False,Student,Summer,Discount on Selected Items,Fillmore Street
1000001668,2021-01-12 08:08:10,Howard Nguyen,['Orange'],2,56.89,Mobile Payment,Atlanta,Department Store,False,Homemaker,Winter,Discount on Selected Items,Decatur Street
1000001669,2022-04-04 04:03:08,Darren Wilson,"['Trash Bags', 'Cleaning Rags', 'Toothpaste']",7,55.27,Cash,Miami,Specialty Store,False,Homemaker,Winter,BOGO (Buy One Get One),Ocean Drive
1000001670,2021-02-25 21:06:38,Matthew Fernandez,"['Cleaning Rags', 'Canned Soup']",8,39.39,Credit Card,Houston,Department Store,True,Teenager,Summer,Discount on Selected Items,Buffalo Speedway
1000001671,2020-11-20 17:14:22,Selena Johnson,"['Onions', 'Vacuum Cleaner', 'Dish Soap', 'Pickles']",2,28.69,Debit Card,Chicago,Warehouse Club,True,Professional,Fall,Discount on Selected Items,Halsted Street
1000001672,2022-07-11 13:59:57,Shaun Miller,"['Shampoo', 'Hair Gel']",7,80.75,Cash,Houston,Pharmacy,True,Homemaker,Spring,Discount on Selected Items,Gessner Road
1000001673,2021-09-14 23:51:36,Katherine Aguilar,['Trash Cans'],7,46.25,Mobile Payment,New York,Department Store,False,Teenager,Winter,Discount on Selected Items,Greenwich Street
1000001674,2022-03-06 10:30:14,Kara Combs,"['Chicken', 'Butter']",9,91.63,Debit Card,Chicago,Convenience Store,False,Middle-Aged,Winter,,Wacker Drive
1000001675,2020-01-05 15:12:44,Christine Gibson,['Cereal Bars'],6,70.15,Debit Card,Miami,Supermarket,True,Professional,Winter,BOGO (Buy One Get One),Brickell Avenue
1000001676,2023-02-03 12:21:24,Madison Anderson,"['Baby Wipes', 'Water', 'Tissues', 'Deodorant']",4,78.09,Debit Card,Miami,Department Store,True,Retiree,Winter,,Flagler Street
1000001677,2021-09-06 01:07:54,Anthony Stewart,"['Pancake Mix', 'Paper Towels', 'Rice', 'Tissues']",3,97.47,Mobile Payment,New York,Pharmacy,False,Middle-Aged,Spring,,Park Avenue
1000001678,2022-05-20 02:25:31,Jonathan Sexton,"['Mayonnaise', 'Broom', 'Chicken', 'Soap']",2,9.14,Cash,New York,Convenience Store,True,Retiree,Fall,BOGO (Buy One Get One),Park Avenue
1000001679,2022-03-09 14:29:02,Kimberly Valdez,"['Baby Wipes', 'Salmon', 'Pancake Mix']",3,27.31,Mobile Payment,New York,Specialty Store,False,Professional,Winter,,Lexington Avenue
1000001680,2021-07-18 06:48:18,Amber Flores,['Water'],10,96.59,Credit Card,Dallas,Department Store,True,Senior Citizen,Fall,Discount on Selected Items,Mockingbird Lane
1000001681,2020-06-17 12:30:39,Bridget Moore,"['Yogurt', 'Water', 'Shrimp', 'Cleaning Spray']",4,46.22,Debit Card,Boston,Convenience Store,True,Young Adult,Winter,BOGO (Buy One Get One),Commonwealth Avenue
1000001682,2023-05-11 20:18:00,Pamela Dougherty,"['Pasta', 'Rice', 'Bread', 'Shrimp']",10,81.79,Cash,Chicago,Department Store,False,Retiree,Spring,Discount on Selected Items,Randolph Street
1000001683,2023-03-16 02:13:30,Nicole Bartlett,['Tuna'],5,73.87,Mobile Payment,Seattle,Convenience Store,True,Homemaker,Fall,,Pike Street
1000001684,2020-07-09 22:55:52,Ronald Marquez,"['Butter', 'Shampoo', 'Vinegar']",8,75.23,Cash,New York,Specialty Store,True,Middle-Aged,Winter,BOGO (Buy One Get One),Greenwich Street
1000001685,2023-09-10 03:41:09,Deborah May,"['Peanut Butter', 'Toothpaste']",8,27.81,Debit Card,Miami,Supermarket,False,Retiree,Winter,BOGO (Buy One Get One),Ocean Drive
1000001686,2023-05-28 09:14:44,Timothy Mckenzie,['Apple'],3,96.62,Mobile Payment,Chicago,Supermarket,True,Homemaker,Winter,BOGO (Buy One Get One),Roosevelt Road
1000001687,2021-11-12 14:28:13,Richard Aguilar,"['Shower Gel', 'Ironing Board', 'Bath Towels', 'Salmon', 'Hair Gel']",10,7.99,Debit Card,Seattle,Department Store,False,Senior Citizen,Summer,,Stone Way
1000001688,2024-03-12 13:48:03,Tanya Love,"['Peanut Butter', 'Mop', 'Mustard', 'Plant Fertilizer', 'Ironing Board']",10,22.18,Mobile Payment,Miami,Department Store,False,Retiree,Fall,Discount on Selected Items,Bay Road
1000001689,2020-06-25 22:58:25,Robert Russo,"['Pasta', 'Lawn Mower', 'Extension Cords', 'Trash Bags', 'Pancake Mix']",2,68.3,Mobile Payment,Seattle,Department Store,True,Middle-Aged,Winter,Discount on Selected Items,Stone Way
1000001690,2022-10-28 22:12:54,Kevin Watson,"['Feminine Hygiene Products', 'Water', 'Peanut Butter', 'Light Bulbs']",10,33.99,Cash,Seattle,Convenience Store,False,Middle-Aged,Summer,BOGO (Buy One Get One),Aurora Avenue
1000001691,2023-04-22 00:48:34,Robert Mitchell,"['Iron', 'Cereal', 'Vinegar', 'Cereal']",2,45.64,Mobile Payment,Los Angeles,Department Store,True,Senior Citizen,Winter,BOGO (Buy One Get One),Sunset Boulevard
1000001692,2020-04-18 13:06:46,Elizabeth Gonzales,"['Shaving Cream', 'Eggs', 'Broom', 'Mustard', 'Onions']",9,44.31,Credit Card,Houston,Department Store,True,Teenager,Spring,BOGO (Buy One Get One),Richmond Avenue
1000001693,2020-11-04 02:53:08,Theresa Rush,"['Banana', 'Pasta']",9,83.71,Credit Card,Atlanta,Convenience Store,True,Teenager,Spring,Discount on Selected Items,Cobb Parkway
1000001694,2022-06-15 00:27:49,Andrew Bennett,"['Lawn Mower', 'Toothpaste']",1,54.11,Cash,Dallas,Pharmacy,False,Young Adult,Summer,BOGO (Buy One Get One),Oak Lawn Avenue
1000001695,2021-07-12 01:32:33,Lisa Ali,['Toothpaste'],9,15.91,Debit Card,Atlanta,Pharmacy,False,Professional,Fall,Discount on Selected Items,West Peachtree Street
1000001696,2024-02-22 21:13:12,Natasha Harris,['Rice'],5,21.48,Debit Card,Dallas,Warehouse Club,True,Retiree,Winter,Discount on Selected Items,Highland Park Road
1000001697,2022-03-30 15:07:17,Daniel Stevenson,"['Butter', 'Eggs', 'Air Freshener']",6,77.38,Credit Card,San Francisco,Convenience Store,False,Professional,Summer,BOGO (Buy One Get One),Van Ness Avenue
1000001698,2022-05-27 02:14:35,Cheryl Ford,"['Jam', 'Coffee', 'Toilet Paper', 'Garden Hose']",10,16.41,Cash,Chicago,Department Store,False,Teenager,Winter,,Randolph Street
1000001699,2022-09-06 09:00:53,Bryan Morris,['Shower Gel'],7,32.22,Credit Card,Boston,Specialty Store,True,Homemaker,Fall,Discount on Selected Items,Tremont Street
1000001700,2020-12-03 04:15:04,Taylor Callahan,"['Razors', 'Hair Gel', 'Syrup', 'Pasta']",7,32.15,Cash,San Francisco,Convenience Store,False,Senior Citizen,Spring,Discount on Selected Items,Geary Street
1000001701,2020-07-31 22:25:24,Mary Russell,"['Bath Towels', 'Ketchup', 'Tissues', 'Toothpaste', 'Coffee']",2,41.07,Cash,Los Angeles,Specialty Store,False,Middle-Aged,Winter,Discount on Selected Items,Sunset Boulevard
1000001702,2021-08-29 16:45:30,Margaret Boyd,"['Laundry Detergent', 'Toothpaste', 'Vacuum Cleaner', 'Toothbrush']",6,67.84,Credit Card,Chicago,Supermarket,True,Young Adult,Winter,,Cermak Road
1000001703,2022-03-27 03:57:24,Courtney Choi,['Mop'],9,37.13,Credit Card,Atlanta,Supermarket,False,Middle-Aged,Fall,,Ponce de Leon Avenue
1000001704,2021-09-12 23:52:19,Mrs. Melissa Neal,"['Baby Wipes', 'Cereal Bars', 'Rice', 'Pickles', 'Baby Wipes']",9,53.58,Debit Card,Atlanta,Pharmacy,True,Young Adult,Summer,BOGO (Buy One Get One),West Peachtree Street
1000001705,2023-06-08 00:19:07,Steven Mason,['Shower Gel'],7,27.84,Mobile Payment,Chicago,Warehouse Club,True,Teenager,Summer,Discount on Selected Items,Michigan Avenue
1000001706,2021-02-06 05:46:06,Andrea Stark,"['Tissues', 'Banana', 'Iron']",3,37.62,Cash,Chicago,Pharmacy,False,Retiree,Summer,Discount on Selected Items,Halsted Street
1000001707,2020-11-22 23:43:11,Joshua Murray,"['Cereal', 'Salmon', 'Carrots']",1,98.46,Credit Card,Miami,Specialty Store,True,Professional,Summer,,Alton Road
1000001708,2020-02-12 10:12:28,Amy Daniel,"['Tuna', 'Potatoes', 'Mayonnaise']",7,95.29,Cash,Seattle,Warehouse Club,True,Young Adult,Summer,Discount on Selected Items,Broadway Avenue
1000001709,2022-02-08 19:08:35,Richard Torres,['Air Freshener'],3,87.05,Cash,Atlanta,Specialty Store,True,Student,Winter,Discount on Selected Items,Cobb Parkway
1000001710,2022-07-12 15:52:30,Nicole Hanson,"['Banana', 'Jam', 'Diapers', 'Rice']",5,71.11,Debit Card,Miami,Warehouse Club,True,Senior Citizen,Spring,Discount on Selected Items,Calle Ocho
1000001711,2020-08-29 23:24:03,Jessica Robbins,"['Butter', 'Light Bulbs', 'Dish Soap', 'Soap']",10,79.57,Mobile Payment,San Francisco,Department Store,True,Professional,Winter,BOGO (Buy One Get One),Market Street
1000001712,2022-07-26 15:07:48,Michael Ballard,['Cereal Bars'],7,78.86,Mobile Payment,New York,Department Store,True,Professional,Fall,,East River Drive
1000001713,2021-02-11 11:09:38,Tammy Cole,"['Diapers', 'Rice', 'Cheese']",4,60.9,Cash,Los Angeles,Specialty Store,False,Professional,Fall,Discount on Selected Items,Sunset Strip
1000001714,2023-11-01 06:06:32,Jonathon Smith,"['Cereal', 'Diapers', 'Pickles']",5,64.82,Credit Card,Chicago,Supermarket,False,Student,Spring,BOGO (Buy One Get One),Lake Shore Drive
1000001715,2021-04-15 03:18:03,Kevin Howard,['Bath Towels'],8,90.79,Mobile Payment,Houston,Warehouse Club,False,Middle-Aged,Winter,BOGO (Buy One Get One),Bay Area Boulevard
1000001716,2022-02-25 05:36:27,Tyler Patel,"['Tuna', 'Vinegar']",8,68.39,Cash,Los Angeles,Department Store,True,Young Adult,Summer,BOGO (Buy One Get One),Rodeo Drive
1000001717,2021-08-19 05:23:19,Jared Drake,"['Toothpaste', 'Milk']",10,8.88,Mobile Payment,Seattle,Warehouse Club,True,Professional,Summer,,Capitol Hill
1000001718,2022-04-13 07:00:09,Destiny Rice,"['Hair Gel', 'Feminine Hygiene Products', 'Vinegar', 'Deodorant']",6,16.34,Cash,Boston,Warehouse Club,False,Homemaker,Fall,Discount on Selected Items,Beacon Street
1000001719,2023-12-26 11:06:26,Anthony Curry,"['Coffee', 'BBQ Sauce']",6,62.93,Cash,Miami,Specialty Store,True,Teenager,Spring,Discount on Selected Items,Bay Road
1000001720,2021-09-17 08:17:20,Kathy Henson,['Cereal'],2,91.83,Debit Card,Houston,Supermarket,False,Young Adult,Winter,BOGO (Buy One Get One),Kirby Drive
1000001721,2022-11-02 22:02:08,Joseph Hensley,"['Toothpaste', 'Garden Hose']",7,90.1,Debit Card,Seattle,Convenience Store,True,Teenager,Spring,,Broadway Avenue
1000001722,2021-11-11 13:00:56,Ryan Martinez,"['Garden Hose', 'Tomatoes', 'Dishware']",7,14.7,Mobile Payment,San Francisco,Supermarket,False,Teenager,Spring,,Oak Street
1000001723,2023-08-28 17:52:11,Pamela Cabrera,"['Extension Cords', 'Garden Hose', 'Extension Cords']",8,67.16,Cash,Dallas,Department Store,True,Young Adult,Spring,BOGO (Buy One Get One),Lemmon Avenue
1000001724,2020-01-07 15:06:44,John Delacruz,"['Banana', 'Dishware']",7,47.09,Debit Card,Miami,Department Store,True,Young Adult,Winter,,Collins Avenue
1000001725,2024-02-28 00:23:37,Tracy Peterson,['Potatoes'],8,33.48,Mobile Payment,Los Angeles,Specialty Store,True,Professional,Summer,,Main Street
1000001726,2020-10-01 19:00:37,Tyler Smith,"['Tuna', 'Vacuum Cleaner', 'Bath Towels', 'Orange']",3,66.5,Cash,New York,Warehouse Club,False,Professional,Summer,,Lexington Avenue
1000001727,2020-03-10 14:06:23,Mary Davidson,"['Extension Cords', 'Lawn Mower', 'Dish Soap', 'Soap']",2,29.01,Mobile Payment,Houston,Pharmacy,False,Student,Summer,,Buffalo Speedway
1000001728,2020-09-23 18:58:58,James Gonzalez,"['Mop', 'Broom', 'Bread', 'Bath Towels']",3,51.35,Cash,Houston,Convenience Store,False,Senior Citizen,Summer,,Kirby Drive
1000001729,2020-08-19 13:32:35,Steven Powell,"['Vinegar', 'Trash Bags', 'Lawn Mower', 'Milk', 'Deodorant']",2,93.53,Credit Card,Houston,Convenience Store,True,Retiree,Fall,,Bay Area Boulevard
1000001730,2020-04-20 15:41:40,Amanda Fox,"['Baby Wipes', 'Shampoo']",3,48.83,Debit Card,Houston,Supermarket,True,Student,Winter,,Westheimer Road
1000001731,2021-02-28 10:30:57,Mr. Jason Jensen,"['Soda', 'Bath Towels', 'Air Freshener', 'Bath Towels']",1,21.27,Mobile Payment,Dallas,Pharmacy,False,Retiree,Fall,,Greenville Avenue
1000001732,2022-01-29 22:43:19,Jennifer Petersen,"['Bread', 'Spinach']",6,19.12,Credit Card,Houston,Convenience Store,True,Middle-Aged,Spring,BOGO (Buy One Get One),Woodway Drive
1000001733,2023-05-12 22:27:47,Randy Gallagher,['Beef'],10,77.7,Mobile Payment,San Francisco,Supermarket,True,Middle-Aged,Summer,BOGO (Buy One Get One),Market Street
1000001734,2020-07-16 10:26:22,Tina Robertson,['Honey'],9,82.64,Credit Card,Boston,Department Store,True,Student,Fall,Discount on Selected Items,Newbury Street
1000001735,2020-10-09 16:05:52,Terri Juarez,"['Lawn Mower', 'Pickles', 'Dustpan']",1,81.63,Mobile Payment,Boston,Convenience Store,True,Teenager,Winter,Discount on Selected Items,Washington Street
1000001736,2023-05-23 20:47:55,Brandon Mitchell,"['Rice', 'Toothpaste', 'Cleaning Rags', 'Sponges', 'Onions']",9,68.26,Debit Card,Seattle,Warehouse Club,False,Professional,Spring,Discount on Selected Items,University Way
1000001737,2022-10-24 01:17:00,Tracy Nielsen,"['Light Bulbs', 'Orange']",7,53.56,Cash,Atlanta,Pharmacy,True,Young Adult,Fall,,Ponce de Leon Avenue
1000001738,2021-07-24 18:10:13,Alyssa Fisher,"['Milk', 'Hand Sanitizer']",7,69.09,Cash,Chicago,Convenience Store,False,Teenager,Spring,Discount on Selected Items,Randolph Street
1000001739,2023-06-23 00:38:52,Isaac Kim,"['Razors', 'Ice Cream', 'Coffee', 'Diapers', 'Pasta']",5,57.15,Debit Card,Boston,Specialty Store,True,Senior Citizen,Summer,,Highland Avenue
1000001740,2022-12-13 16:06:45,Kristen Cox,['Canned Soup'],6,67.35,Debit Card,Atlanta,Department Store,True,Senior Citizen,Winter,BOGO (Buy One Get One),Ponce de Leon Avenue
1000001741,2022-12-27 12:56:57,Matthew Price,"['Potatoes', 'Dishware', 'Milk', 'Onions', 'Onions']",1,51.99,Mobile Payment,San Francisco,Pharmacy,True,Retiree,Winter,,Fillmore Street
1000001742,2023-05-09 01:43:39,James Krause III,['Trash Bags'],4,98.44,Mobile Payment,Chicago,Warehouse Club,True,Teenager,Winter,BOGO (Buy One Get One),Roosevelt Road
1000001743,2020-09-05 19:37:49,Angela Leach,"['Cheese', 'Soda', 'Deodorant', 'Air Freshener', 'Vinegar']",3,82.64,Cash,Atlanta,Specialty Store,True,Professional,Spring,BOGO (Buy One Get One),Ponce de Leon Avenue
1000001744,2021-10-06 03:26:09,Elijah Hill,"['Trash Cans', 'Rice']",2,90.7,Cash,Houston,Supermarket,False,Homemaker,Spring,Discount on Selected Items,Bellaire Boulevard
1000001745,2020-06-14 21:44:49,Kimberly Wallace,"['Mustard', 'Ironing Board', 'Shampoo', 'Hair Gel']",9,89.45,Debit Card,San Francisco,Warehouse Club,True,Student,Spring,,Geary Street
1000001746,2021-04-01 23:00:04,Robert Krause,"['Tea', 'Pasta', 'Shaving Cream', 'Salmon']",3,18.87,Debit Card,Atlanta,Pharmacy,True,Homemaker,Spring,Discount on Selected Items,Georgia Tech Drive
1000001747,2021-03-20 04:45:57,Scott Lee,"['Insect Repellent', 'Toothpaste', 'Insect Repellent', 'Milk', 'Orange']",8,45.04,Cash,Chicago,Convenience Store,True,Professional,Fall,,Clark Street
1000001748,2023-02-16 20:55:25,Karen Moore,['Deodorant'],3,65.6,Credit Card,Atlanta,Department Store,False,Middle-Aged,Winter,Discount on Selected Items,Decatur Street
1000001749,2021-12-04 07:25:02,Clifford Fernandez,['Paper Towels'],1,76.91,Mobile Payment,Miami,Warehouse Club,False,Professional,Winter,,Brickell Avenue
1000001750,2021-08-09 17:26:11,Logan Hill,"['Razors', 'Onions']",3,10.68,Credit Card,Atlanta,Pharmacy,True,Professional,Summer,Discount on Selected Items,Howell Mill Road
1000001751,2023-04-24 17:50:07,Rebecca Baker,"['Vacuum Cleaner', 'BBQ Sauce']",2,57.67,Credit Card,Chicago,Supermarket,False,Senior Citizen,Winter,Discount on Selected Items,State Street
1000001752,2023-08-09 12:37:38,William Dean,"['Plant Fertilizer', 'Vinegar', 'Trash Bags']",3,37.64,Cash,Los Angeles,Warehouse Club,False,Student,Fall,BOGO (Buy One Get One),Beverly Boulevard
1000001753,2020-08-31 11:17:34,Derek Robinson,"['Honey', 'Apple', 'Bath Towels']",10,90.17,Debit Card,Dallas,Warehouse Club,False,Senior Citizen,Fall,,Highland Park Road
1000001754,2021-12-18 08:54:58,Kelly Burns,['Insect Repellent'],9,67.71,Cash,Dallas,Supermarket,True,Retiree,Winter,BOGO (Buy One Get One),Highland Park Road
1000001755,2021-11-19 22:53:56,Katie Wilson,"['Pancake Mix', 'Extension Cords', 'Dustpan', 'Ice Cream']",4,84.22,Mobile Payment,New York,Supermarket,False,Professional,Fall,,Park Avenue
1000001756,2020-01-21 06:05:34,Megan Dickson,['Canned Soup'],9,95.06,Debit Card,Atlanta,Warehouse Club,False,Retiree,Spring,Discount on Selected Items,Baker Street
1000001757,2021-04-09 04:06:42,Mary Lee,"['Ketchup', 'Mop']",1,59.32,Debit Card,Seattle,Convenience Store,True,Middle-Aged,Winter,Discount on Selected Items,12th Avenue
1000001758,2021-02-09 13:36:12,Caitlin Landry,['Vacuum Cleaner'],7,26.94,Mobile Payment,Houston,Warehouse Club,False,Middle-Aged,Spring,,Bay Area Boulevard
1000001759,2024-04-30 18:39:49,Katherine Benton,"['Cheese', 'Bath Towels', 'Feminine Hygiene Products']",3,67.49,Mobile Payment,Atlanta,Pharmacy,False,Professional,Winter,Discount on Selected Items,West Peachtree Street
1000001760,2023-01-29 13:48:11,Dr. Robert Duncan,"['Tuna', 'Pasta', 'Garden Hose']",3,11.13,Cash,Miami,Specialty Store,True,Retiree,Winter,BOGO (Buy One Get One),South Beach Street
1000001761,2023-11-06 04:13:11,Brittany Mcdonald,"['Vacuum Cleaner', 'Coffee', 'Air Freshener']",10,19.17,Debit Card,New York,Convenience Store,True,Teenager,Winter,BOGO (Buy One Get One),Lexington Avenue
1000001762,2022-03-31 07:52:03,Christy Moore,"['Tea', 'Trash Cans', 'Feminine Hygiene Products']",1,44.48,Cash,Los Angeles,Supermarket,True,Senior Citizen,Winter,,Melrose Avenue
1000001763,2020-11-29 09:03:16,Jessica Allen,"['Pancake Mix', 'Carrots', 'Deodorant', 'Feminine Hygiene Products', 'Jam']",2,5.2,Debit Card,Chicago,Specialty Store,True,Homemaker,Spring,,Cermak Road
1000001764,2022-06-26 15:48:00,George Berry,"['Light Bulbs', 'Peanut Butter']",4,35.1,Mobile Payment,Houston,Pharmacy,True,Homemaker,Summer,,Southwest Freeway
1000001765,2022-06-24 02:02:37,Amy Smith,"['Pancake Mix', 'Air Freshener']",1,61.59,Mobile Payment,Atlanta,Department Store,True,Student,Winter,,Decatur Street
1000001766,2024-03-26 22:39:00,David Brown,"['Eggs', 'Diapers', 'Plant Fertilizer', 'Garden Hose']",7,67.61,Mobile Payment,Chicago,Convenience Store,False,Middle-Aged,Winter,BOGO (Buy One Get One),Halsted Street
1000001767,2020-08-02 13:23:27,Jonathan Price,"['Cleaning Rags', 'Vinegar', 'Cleaning Rags', 'Tuna', 'Hair Gel']",6,78.37,Cash,Los Angeles,Supermarket,True,Retiree,Fall,Discount on Selected Items,Beverly Boulevard
1000001768,2020-08-31 16:57:36,Adam Duncan,"['Vacuum Cleaner', 'Shower Gel', 'Cereal Bars']",9,21.78,Credit Card,Miami,Department Store,False,Teenager,Summer,Discount on Selected Items,South Beach Street
1000001769,2024-02-20 00:18:57,James Diaz,"['Shrimp', 'Spinach', 'Laundry Detergent', 'Pickles', 'Eggs']",5,40.8,Debit Card,Boston,Warehouse Club,False,Young Adult,Spring,Discount on Selected Items,Harvard Street
1000001770,2022-09-01 16:09:44,Amanda Porter,"['Toothbrush', 'Yogurt', 'Shaving Cream']",10,57.06,Debit Card,Boston,Department Store,False,Senior Citizen,Spring,BOGO (Buy One Get One),Charles Street
1000001771,2020-06-07 02:26:28,Diana Thomas,"['Salmon', 'Olive Oil', 'Trash Bags', 'Plant Fertilizer']",3,62.3,Debit Card,Boston,Warehouse Club,True,Retiree,Summer,BOGO (Buy One Get One),Newbury Street
1000001772,2020-05-12 10:50:53,Zachary Miles,"['Spinach', 'Cereal', 'Eggs', 'Chips']",6,17.37,Cash,Seattle,Supermarket,False,Middle-Aged,Spring,Discount on Selected Items,University Way
1000001773,2022-12-29 10:20:40,Lisa Haney,['Cleaning Spray'],3,38.08,Credit Card,Boston,Convenience Store,False,Student,Winter,Discount on Selected Items,Newbury Street
1000001774,2020-10-08 07:20:23,John Hill,"['Tea', 'Honey', 'Pancake Mix', 'Beef']",7,9.2,Debit Card,Los Angeles,Convenience Store,False,Young Adult,Spring,,Main Street
1000001775,2023-06-30 09:02:20,Steven Powell,"['Deodorant', 'Garden Hose', 'Shower Gel']",9,93.78,Debit Card,Boston,Department Store,True,Professional,Summer,BOGO (Buy One Get One),Tremont Street
1000001776,2022-04-20 16:26:52,Heather Kaiser,"['Pasta', 'Peanut Butter', 'Mayonnaise', 'Potatoes']",6,31.37,Debit Card,New York,Convenience Store,False,Student,Summer,,5th Avenue
1000001777,2023-04-21 12:21:01,Marilyn Nguyen,"['Jam', 'Shaving Cream', 'Apple', 'Chicken', 'Deodorant']",2,30.37,Cash,Seattle,Department Store,False,Middle-Aged,Winter,Discount on Selected Items,Aurora Avenue
1000001778,2021-12-11 20:25:38,Heather Torres,"['Potatoes', 'Chips', 'Chips', 'Insect Repellent', 'Razors']",8,19.16,Debit Card,Seattle,Specialty Store,True,Student,Summer,,Alaskan Way
1000001779,2020-07-14 19:55:09,Laura Smith,"['Ketchup', 'Honey', 'Toilet Paper', 'Ironing Board', 'Onions']",2,40.01,Credit Card,Atlanta,Specialty Store,True,Senior Citizen,Spring,Discount on Selected Items,Georgia Tech Drive
1000001780,2020-04-14 16:36:36,Jason Hall,"['Dish Soap', 'Ketchup', 'Tea', 'Pasta', 'Light Bulbs']",1,20.35,Cash,Seattle,Warehouse Club,True,Professional,Spring,,University Way
1000001781,2023-10-02 15:21:43,Christopher Romero,"['Canned Soup', 'Laundry Detergent']",10,14.97,Debit Card,San Francisco,Department Store,False,Senior Citizen,Spring,,California Street
1000001782,2022-12-26 15:36:31,Monique Richardson,"['Dustpan', 'Salmon', 'Feminine Hygiene Products', 'Paper Towels']",10,11.55,Credit Card,Chicago,Convenience Store,False,Professional,Spring,Discount on Selected Items,Michigan Avenue
1000001783,2022-01-07 13:32:04,Heather Grant,"['Shower Gel', 'Butter', 'Razors', 'Soap']",9,24.01,Mobile Payment,Atlanta,Supermarket,False,Homemaker,Fall,BOGO (Buy One Get One),West Peachtree Street
1000001784,2020-02-05 03:12:04,Katherine Gallegos,['Deodorant'],9,16.08,Mobile Payment,Houston,Pharmacy,False,Homemaker,Summer,Discount on Selected Items,Kirby Drive
1000001785,2020-10-22 02:55:15,Rebecca Guerra,"['Extension Cords', 'Pickles', 'Pancake Mix', 'Air Freshener', 'Hand Sanitizer']",5,56.09,Credit Card,Chicago,Pharmacy,False,Student,Spring,BOGO (Buy One Get One),Randolph Street
1000001786,2023-09-25 11:48:28,Aimee Ashley,"['Broom', 'Syrup']",2,6.74,Credit Card,Houston,Convenience Store,True,Student,Spring,,Richmond Avenue
1000001787,2020-12-10 19:21:01,Wanda George,"['Shaving Cream', 'Deodorant', 'Iron']",4,97.07,Credit Card,Los Angeles,Convenience Store,True,Young Adult,Winter,Discount on Selected Items,Main Street
1000001788,2020-12-06 02:51:13,Diana Scott,"['Cheese', 'Bath Towels', 'Orange', 'Salmon', 'Feminine Hygiene Products']",4,42.48,Debit Card,Miami,Specialty Store,True,Senior Citizen,Fall,,Alton Road
1000001789,2024-01-28 19:34:17,Robert Vaughn,"['Shrimp', 'Cleaning Rags', 'Tea', 'Pasta']",6,21.2,Mobile Payment,Boston,Supermarket,True,Homemaker,Fall,,Tremont Street
1000001790,2022-03-02 04:24:53,Kelly Wright,"['Ketchup', 'Apple', 'Coffee']",10,36.1,Debit Card,Chicago,Supermarket,False,Student,Fall,BOGO (Buy One Get One),Rush Street
1000001791,2022-04-16 05:43:56,Kimberly Mathews,"['Honey', 'Hand Sanitizer', 'Chicken', 'Lawn Mower', 'Hair Gel']",2,71.59,Credit Card,Seattle,Department Store,True,Retiree,Summer,BOGO (Buy One Get One),Alaskan Way
1000001792,2022-04-22 10:19:28,Courtney Gould,"['Banana', 'Broom', 'Mop']",10,16.76,Debit Card,San Francisco,Pharmacy,True,Teenager,Spring,BOGO (Buy One Get One),Union Street
1000001793,2021-10-15 06:20:16,Julia Dodson,['Dishware'],3,27.65,Debit Card,Dallas,Supermarket,True,Professional,Summer,,Harwood Street
1000001794,2021-05-03 05:26:33,Jason Lynch,"['Orange', 'Shower Gel', 'Ketchup']",1,51.69,Cash,Dallas,Warehouse Club,False,Young Adult,Summer,,Harwood Street
1000001795,2022-03-02 03:29:38,Willie Villanueva,"['Shaving Cream', 'Mustard', 'Cereal', 'Beef']",7,99.96,Credit Card,Miami,Convenience Store,False,Teenager,Winter,BOGO (Buy One Get One),Ocean Drive
1000001796,2020-03-29 09:58:56,Caitlin Ross,"['Coffee', 'Paper Towels']",8,69.24,Debit Card,Los Angeles,Supermarket,False,Senior Citizen,Winter,BOGO (Buy One Get One),Hollywood Boulevard
