Transaction_ID,Date,Time_of_Purchase,Customer_ID,Customer_Name,Age,Gender,Income_Level,Visit_Frequency,Customer_Category,Loyalty_Member,Products,Product_Categories,Total_Items,Total_Cost,Payment_Method,Discount_Applied,City,Region,Store_Type,Street,Season,Day_of_Week
TXN2463586,2025-01-15,11:02:55,CUST10125,Kartik Bawa,37,Male,Middle,Monthly,Luxury Shopper,No,"Rice, Face Cream, Face Cream, Soft Drink","Groceries, Personal Care, Personal Care, Beverages",4,7376.0,Cash,18.06,Ahmedabad,West,Supermarket,"962, Issac Circle, Ahmedabad, India",Winter,Wednesday
TXN7338688,2024-07-28,11:02:55,CUST88380,Lagan Magar,65,Male,Middle,Weekly,Budget Buyer,No,"Noodles, Chips, Trousers, Tablet","Snacks, Snacks, Clothing, Electronics",4,14949.849999999999,Net Banking,13.57,Delhi,North,Supermarket,"75/47, Bhargava Nagar, Delhi, India",Summer,Sunday
TXN3660926,2024-06-20,11:02:55,CUST69111,Jivin Barman,59,Male,Low,Weekly,Luxury Shopper,No,"Noodles, Wall Art","Snacks, Home Decor",2,4730.67,Cash,20.28,Ahmedabad,West,Supermarket,"H.No. 35, Tella, Ahmedabad, India",Summer,Thursday
TXN7597539,2024-09-28,11:02:55,CUST81572,Miraya Comar,46,Male,Middle,Occasional,Frequent Shopper,No,"Curtains, Milk, Sugar","Home Decor, Groceries, Groceries",3,8028.18,Net Banking,0.0,Hyderabad,South,Supermarket,"42/72, Thaker Circle, Hyderabad, India",Autumn,Saturday
TXN9435615,2024-05-29,11:02:55,CUST58490,Yashvi Lata,39,Female,Low,Monthly,Frequent Shopper,Yes,"Green Tea, Spices","Beverages, Groceries",2,6426.23,UPI,19.49,Hyderabad,South,Supermarket,"15/65, Sibal, Hyderabad, India",Spring,Wednesday
TXN5608617,2024-10-17,11:02:55,CUST44764,Abram Din,34,Female,High,Weekly,First-Time Shopper,Yes,"Soft Drink, Tea, Namkeen","Beverages, Groceries, Snacks",3,4642.9800000000005,Credit Card,7.1,Chennai,South,Supermarket,"H.No. 287, Dua Road, Chennai, India",Autumn,Thursday
TXN1568586,2024-03-07,11:02:55,CUST45674,Anahi Andra,47,Female,Middle,Weekly,First-Time Shopper,No,"Jeans, Tea","Clothing, Groceries",2,2501.15,Cash,0.0,Delhi,North,Supermarket,"48, Chauhan Zila, Delhi, India",Spring,Thursday
TXN3124652,2024-04-12,11:02:55,CUST50791,Shayak Krish,54,Female,Low,Occasional,Frequent Shopper,Yes,"Chips, Shampoo, Soft Drink","Snacks, Personal Care, Beverages",3,6633.49,Cash,0.0,Kolkata,East,Supermarket,"29/92, Venkatesh Road, Kolkata, India",Spring,Friday
TXN1266122,2024-10-26,11:02:55,CUST71711,Hansh D’Alia,31,Female,High,Occasional,Budget Buyer,No,"Tablet, Green Tea, Wall Art","Electronics, Beverages, Home Decor",3,9960.18,UPI,0.0,Delhi,North,Supermarket,"H.No. 06, Kuruvilla Circle, Delhi, India",Autumn,Saturday
TXN2568191,2024-09-18,11:02:55,CUST52742,Madhav Shukla,40,Male,High,Weekly,First-Time Shopper,No,"Toothpaste, Namkeen, Kurta","Personal Care, Snacks, Clothing",3,7706.31,UPI,26.07,Jaipur,North,Supermarket,"39/39, Arya Marg, Jaipur, India",Autumn,Wednesday
TXN5407959,2024-11-03,11:02:55,CUST77113,Rati Bora,63,Male,Middle,Monthly,Luxury Shopper,No,"Bluetooth Speaker, Chips, Rice","Electronics, Snacks, Groceries",3,7204.19,Debit Card,0.0,Bangalore,South,Supermarket,"38, Contractor Street, Bangalore, India",Autumn,Sunday
TXN9521725,2024-10-27,11:02:55,CUST20367,Kismat Biswas,32,Female,High,Occasional,First-Time Shopper,No,"Smartphone, Spices, Trousers, Bluetooth Speaker","Electronics, Groceries, Clothing, Electronics",4,7149.37,Credit Card,26.64,Lucknow,North,Supermarket,"47/87, Goel Road, Lucknow, India",Autumn,Sunday
TXN5101282,2024-06-01,11:02:55,CUST86012,Zaina Gole,45,Female,Middle,Weekly,Budget Buyer,No,"Soap, Rice, Jeans, Lamp","Personal Care, Groceries, Clothing, Home Decor",4,7800.63,Net Banking,0.0,Delhi,North,Supermarket,"03, Sachar Zila, Delhi, India",Summer,Saturday
TXN9549063,2024-12-05,11:02:55,CUST84599,Dishani Yadav,37,Male,High,Weekly,Luxury Shopper,Yes,"Tablet, Green Tea, Soft Drink","Electronics, Beverages, Beverages",3,12931.43,Cash,5.74,Bangalore,South,Supermarket,"59, Khanna Street, Bangalore, India",Winter,Thursday
TXN8725622,2024-02-27,11:02:55,CUST55403,Ela Bhandari,57,Male,Middle,Monthly,Frequent Shopper,No,"Dry Fruits, Tablet","Snacks, Electronics",2,5257.57,Debit Card,23.86,Kolkata,East,Supermarket,"29/645, Lad Road, Kolkata, India",Winter,Tuesday
TXN3361076,2024-06-30,11:02:55,CUST94280,Amira Kota,56,Male,High,Monthly,First-Time Shopper,No,"Shampoo, Spices, Wall Art, Biscuits","Personal Care, Groceries, Home Decor, Snacks",4,11760.1,Credit Card,13.4,Ahmedabad,West,Supermarket,"H.No. 959, Ravel Zila, Ahmedabad, India",Summer,Sunday
TXN4173294,2024-12-02,11:02:55,CUST26417,Misha Shere,54,Female,High,Weekly,Frequent Shopper,No,"Noodles, Hair Oil, Saree","Snacks, Personal Care, Clothing",3,2496.74,UPI,11.34,Mumbai,West,Supermarket,"41/36, Dubey Road, Mumbai, India",Winter,Monday
TXN2008244,2024-04-21,11:02:55,CUST53895,Anaya Buch,60,Female,Low,Weekly,First-Time Shopper,No,"Face Cream, Dry Fruits, Flower Vase, Headphones","Personal Care, Snacks, Home Decor, Electronics",4,11023.0,Cash,0.0,Jaipur,North,Supermarket,"11/88, Venkataraman Road, Jaipur, India",Spring,Sunday
TXN6048476,2024-09-01,11:02:55,CUST16621,Azad Sha,31,Female,High,Monthly,First-Time Shopper,Yes,"Soft Drink, Face Cream","Beverages, Personal Care",2,1492.38,Credit Card,24.03,Ahmedabad,West,Supermarket,"H.No. 470, Chakrabarti Circle, Ahmedabad, India",Autumn,Sunday
TXN2855470,2024-10-30,11:02:55,CUST33045,Dhruv Sani,18,Female,High,Weekly,Budget Buyer,Yes,"Namkeen, Biscuits, Laptop","Snacks, Snacks, Electronics",3,9583.94,UPI,24.99,Chennai,South,Supermarket,"61/72, Kunda Path, Chennai, India",Autumn,Wednesday
TXN1279437,2024-11-22,11:02:55,CUST87894,Pihu Saini,63,Male,High,Occasional,Luxury Shopper,No,"Sugar, Coffee, Hair Oil","Groceries, Groceries, Personal Care",3,8228.619999999999,Credit Card,0.0,Pune,West,Supermarket,"44/27, Reddy Zila, Pune, India",Autumn,Friday
TXN7162972,2024-05-12,11:02:55,CUST34147,Prerak Gole,49,Female,Low,Weekly,Luxury Shopper,No,"Curtains, Soft Drink, Biscuits, Cushion Covers","Home Decor, Beverages, Snacks, Home Decor",4,10015.9,UPI,0.0,Delhi,North,Supermarket,"H.No. 91, Madan Street, Delhi, India",Spring,Sunday
TXN3578125,2024-04-27,11:02:55,CUST43889,Farhan Buch,63,Female,High,Occasional,Luxury Shopper,No,"Hair Oil, Soap, Fruit Juice","Personal Care, Personal Care, Beverages",3,4738.12,Credit Card,9.56,Bangalore,South,Supermarket,"H.No. 744, Grover Chowk, Bangalore, India",Spring,Saturday
TXN2684760,2024-07-27,11:02:55,CUST67660,Suhana Seshadri,45,Female,Middle,Weekly,Budget Buyer,No,"Face Cream, Bluetooth Speaker","Personal Care, Electronics",2,5826.51,Credit Card,8.23,Chennai,South,Supermarket,"36/518, Srinivasan Ganj, Chennai, India",Summer,Saturday
TXN9462549,2024-04-21,11:02:55,CUST34140,Anay Doshi,51,Male,Middle,Weekly,Budget Buyer,No,"Bluetooth Speaker, Biscuits, Sugar","Electronics, Snacks, Groceries",3,6121.5599999999995,Cash,5.79,Mumbai,West,Supermarket,"02, Venkatesh Ganj, Mumbai, India",Spring,Sunday
TXN5327046,2024-07-27,11:02:55,CUST99316,Tarini Bhatia,21,Male,Middle,Monthly,Budget Buyer,No,"Hair Oil, Sugar","Personal Care, Groceries",2,5064.9400000000005,Debit Card,0.0,Lucknow,North,Supermarket,"25/068, Bhakta Street, Lucknow, India",Summer,Saturday
TXN4305588,2024-08-16,11:02:55,CUST94844,Aarush Choudhary,24,Male,Low,Weekly,Luxury Shopper,No,"Sneakers, Bluetooth Speaker","Clothing, Electronics",2,3441.3,Cash,24.75,Kolkata,East,Supermarket,"H.No. 81, Solanki Ganj, Kolkata, India",Monsoon,Friday
TXN5849148,2024-07-07,11:02:55,CUST62321,Miraya Sahota,29,Female,Low,Weekly,First-Time Shopper,No,"Rice, Smartphone","Groceries, Electronics",2,6807.43,Debit Card,0.0,Bangalore,South,Supermarket,"H.No. 19, Ravel Marg, Bangalore, India",Summer,Sunday
TXN5297299,2024-11-08,11:02:55,CUST53989,Rati Deo,36,Female,Low,Weekly,Luxury Shopper,Yes,"Fruit Juice, Curtains, Tablet, Energy Drink","Beverages, Home Decor, Electronics, Beverages",4,12316.07,Credit Card,21.58,Kolkata,East,Supermarket,"H.No. 24, Goswami Nagar, Kolkata, India",Autumn,Friday
TXN9455764,2024-08-09,11:02:55,CUST83844,Dishani Mandal,40,Female,Middle,Occasional,Frequent Shopper,No,"Dal, Dal, Toothpaste","Groceries, Groceries, Personal Care",3,5931.44,Debit Card,0.0,Delhi,North,Supermarket,"23, Rajan Path, Delhi, India",Monsoon,Friday
TXN8312198,2024-04-23,11:02:55,CUST71551,Vritika Mander,29,Female,High,Weekly,Frequent Shopper,Yes,"Energy Drink, Namkeen","Beverages, Snacks",2,4805.66,Cash,21.24,Delhi,North,Supermarket,"98/855, Vala Street, Delhi, India",Spring,Tuesday
TXN7302274,2024-09-21,11:02:55,CUST55653,Kismat Brahmbhatt,47,Female,High,Monthly,Budget Buyer,No,"Lamp, Smartphone","Home Decor, Electronics",2,4249.9400000000005,Credit Card,0.0,Delhi,North,Supermarket,"77/02, Rau Path, Delhi, India",Autumn,Saturday
TXN1248228,2024-08-28,11:02:55,CUST28963,Sumer Mammen,32,Female,High,Occasional,First-Time Shopper,No,"Dal, Dry Fruits","Groceries, Snacks",2,5281.66,UPI,10.67,Bangalore,South,Supermarket,"H.No. 54, Brar Street, Bangalore, India",Monsoon,Wednesday
TXN2501276,2024-03-31,11:02:55,CUST44415,Samarth Din,53,Male,Middle,Weekly,Frequent Shopper,Yes,"Wall Art, Soft Drink, Namkeen, Tablet","Home Decor, Beverages, Snacks, Electronics",4,9408.630000000001,Net Banking,19.22,Jaipur,North,Supermarket,"87/291, Rama Street, Jaipur, India",Spring,Sunday
TXN2827233,2024-07-21,11:02:55,CUST50578,Alia Dar,19,Female,High,Weekly,Frequent Shopper,Yes,"Tablet, Green Tea","Electronics, Beverages",2,7733.67,Debit Card,0.0,Mumbai,West,Supermarket,"537, Uppal Nagar, Mumbai, India",Summer,Sunday
TXN6958286,2024-05-25,11:02:55,CUST84809,Siya Chokshi,28,Female,Low,Occasional,First-Time Shopper,No,"Dry Fruits, Laptop, Face Cream","Snacks, Electronics, Personal Care",3,7655.01,Net Banking,0.0,Ahmedabad,West,Supermarket,"300, Kannan Zila, Ahmedabad, India",Spring,Saturday
TXN4582954,2024-02-25,11:02:55,CUST98984,Mahika Vasa,44,Male,Low,Weekly,Luxury Shopper,No,"Wall Art, Tea, Soap, Chips","Home Decor, Groceries, Personal Care, Snacks",4,9351.71,Net Banking,0.0,Mumbai,West,Supermarket,"55/763, Rajan Street, Mumbai, India",Winter,Sunday
TXN8943316,2024-11-09,11:02:55,CUST90326,Nehmat Thakur,26,Female,Middle,Weekly,Budget Buyer,No,"Sugar, Coffee","Groceries, Groceries",2,5200.52,UPI,27.25,Bangalore,South,Supermarket,"H.No. 662, Vora Zila, Bangalore, India",Autumn,Saturday
TXN7292935,2024-02-10,11:02:55,CUST85994,Prisha Kakar,33,Female,Low,Occasional,Luxury Shopper,No,Headphones,Electronics,1,2819.04,Debit Card,0.0,Lucknow,North,Supermarket,"74/863, Dhaliwal Chowk, Lucknow, India",Winter,Saturday
TXN3256262,2024-07-07,11:02:55,CUST61635,Baiju Dani,33,Female,Low,Monthly,First-Time Shopper,No,Smartwatch,Electronics,1,1618.96,UPI,16.98,Bangalore,South,Supermarket,"03/663, Kala Circle, Bangalore, India",Summer,Sunday
TXN8906034,2024-11-23,11:02:55,CUST19317,Gokul Hans,40,Male,High,Weekly,Luxury Shopper,Yes,Rice,Groceries,1,309.57,Net Banking,0.0,Chennai,South,Supermarket,"87/175, Dayal Circle, Chennai, India",Autumn,Saturday
TXN9096106,2024-11-28,11:02:55,CUST56183,Shamik Chowdhury,25,Male,Middle,Occasional,Frequent Shopper,Yes,Fruit Juice,Beverages,1,1990.99,UPI,13.04,Ahmedabad,West,Supermarket,"H.No. 886, Mahajan Path, Ahmedabad, India",Autumn,Thursday
TXN4055602,2024-03-16,11:02:55,CUST39363,Jivin Chander,31,Male,High,Weekly,Budget Buyer,Yes,"Lamp, Soft Drink, Face Cream, Headphones","Home Decor, Beverages, Personal Care, Electronics",4,13300.160000000002,Credit Card,20.67,Kolkata,East,Supermarket,"87/61, Brar Chowk, Kolkata, India",Spring,Saturday
TXN7210854,2024-11-16,11:02:55,CUST76251,Purab Wali,34,Female,Middle,Occasional,Luxury Shopper,Yes,Smartphone,Electronics,1,4649.54,UPI,0.0,Ahmedabad,West,Supermarket,"00, Vyas Ganj, Ahmedabad, India",Autumn,Saturday
TXN1708411,2024-12-13,11:02:55,CUST83697,Divij Acharya,41,Female,Low,Weekly,Budget Buyer,Yes,"Saree, Energy Drink, Cushion Covers","Clothing, Beverages, Home Decor",3,7800.92,Debit Card,0.0,Delhi,North,Supermarket,"H.No. 88, Suri Street, Delhi, India",Winter,Friday
TXN2668623,2024-04-25,11:02:55,CUST28223,Aniruddh Trivedi,45,Male,Low,Occasional,Frequent Shopper,No,"Bread, Saree","Groceries, Clothing",2,3383.0099999999998,Debit Card,0.0,Delhi,North,Supermarket,"517, Raja Zila, Delhi, India",Spring,Thursday
TXN7668226,2025-01-16,11:02:55,CUST85393,Oorja Shere,56,Male,Low,Weekly,Frequent Shopper,No,"Hair Oil, Toothpaste, Trousers","Personal Care, Personal Care, Clothing",3,11424.76,Cash,0.0,Pune,West,Supermarket,"97/450, Ramakrishnan Nagar, Pune, India",Winter,Thursday
TXN7580661,2024-09-21,11:02:55,CUST82293,Badal Kala,41,Male,Middle,Occasional,Frequent Shopper,Yes,"Trousers, Hoodie, Green Tea","Clothing, Clothing, Beverages",3,3785.0600000000004,Debit Card,27.93,Mumbai,West,Supermarket,"H.No. 40, Sahni Chowk, Mumbai, India",Autumn,Saturday
TXN2629127,2024-12-16,11:02:55,CUST95363,Navya Chadha,37,Female,Low,Weekly,Luxury Shopper,No,"Laptop, Shirt","Electronics, Clothing",2,2819.8,UPI,22.12,Hyderabad,South,Supermarket,"53/461, Gaba Zila, Hyderabad, India",Winter,Monday
TXN2706888,2024-10-23,11:02:55,CUST62244,Mishti Ganesh,24,Female,Middle,Weekly,Budget Buyer,No,"Chips, Toothpaste, Flower Vase, Shampoo","Snacks, Personal Care, Home Decor, Personal Care",4,10866.7,Credit Card,6.78,Bangalore,South,Supermarket,"402, Mammen Chowk, Bangalore, India",Autumn,Wednesday
TXN2189556,2024-09-18,11:02:55,CUST89353,Baiju Bhandari,39,Male,High,Occasional,Luxury Shopper,No,"Toothpaste, Fruit Juice, Spices","Personal Care, Beverages, Groceries",3,8305.71,Credit Card,2.85,Bangalore,South,Supermarket,"H.No. 81, Contractor Zila, Bangalore, India",Autumn,Wednesday
TXN2979186,2024-10-16,11:02:55,CUST14468,Drishya Sachdev,32,Female,Middle,Monthly,Frequent Shopper,Yes,"Shampoo, Curtains, Namkeen","Personal Care, Home Decor, Snacks",3,6225.08,Credit Card,29.53,Chennai,South,Supermarket,"953, Barad Zila, Chennai, India",Autumn,Wednesday
TXN8909426,2024-06-24,11:02:55,CUST35598,Navya Rao,25,Male,Low,Monthly,First-Time Shopper,No,Face Cream,Personal Care,1,2557.29,Debit Card,0.0,Bangalore,South,Supermarket,"H.No. 15, Borah Street, Bangalore, India",Summer,Monday
TXN4020536,2024-02-03,11:02:55,CUST83100,Prerak Gade,51,Female,High,Weekly,Frequent Shopper,Yes,"Green Tea, Chips","Beverages, Snacks",2,8000.09,Debit Card,0.0,Ahmedabad,West,Supermarket,"H.No. 896, Sankar Nagar, Ahmedabad, India",Winter,Saturday
TXN9276609,2024-09-15,11:02:55,CUST33416,Vardaniya Barad,38,Female,Low,Occasional,Budget Buyer,No,"Chocolate, Coffee","Snacks, Groceries",2,4965.72,Credit Card,0.0,Delhi,North,Supermarket,"37/667, Saha Nagar, Delhi, India",Autumn,Sunday
TXN3039982,2024-08-04,11:02:55,CUST24399,Veer Singh,24,Female,Low,Occasional,First-Time Shopper,No,"Wall Art, Namkeen","Home Decor, Snacks",2,1060.44,Net Banking,0.0,Delhi,North,Supermarket,"H.No. 605, Sawhney Nagar, Delhi, India",Monsoon,Sunday
TXN2725215,2024-10-22,11:02:55,CUST31953,Riaan Atwal,40,Female,Low,Monthly,First-Time Shopper,No,"Namkeen, Smartphone","Snacks, Electronics",2,3529.65,Credit Card,0.0,Jaipur,North,Supermarket,"H.No. 11, Contractor Circle, Jaipur, India",Autumn,Tuesday
TXN1515815,2024-09-12,11:02:55,CUST83226,Ishita Sethi,26,Female,High,Monthly,First-Time Shopper,Yes,"Biscuits, Energy Drink","Snacks, Beverages",2,7227.06,Net Banking,0.0,Mumbai,West,Supermarket,"H.No. 01, Seshadri Road, Mumbai, India",Autumn,Thursday
TXN6632781,2024-02-11,11:02:55,CUST14140,Arnav Karan,44,Female,High,Occasional,Frequent Shopper,No,"Headphones, Wall Art","Electronics, Home Decor",2,3646.2799999999997,UPI,16.72,Hyderabad,South,Supermarket,"04/38, Wali, Hyderabad, India",Winter,Sunday
TXN7617726,2024-03-09,11:02:55,CUST39205,Samarth Chowdhury,65,Female,Middle,Monthly,Budget Buyer,No,"Trousers, Trousers","Clothing, Clothing",2,7108.049999999999,Debit Card,29.99,Ahmedabad,West,Supermarket,"H.No. 732, Kalita Road, Ahmedabad, India",Spring,Saturday
TXN2593191,2024-07-24,11:02:55,CUST88901,Stuvan Yohannan,33,Female,Low,Monthly,Frequent Shopper,No,"Bluetooth Speaker, Curtains, Fruit Juice","Electronics, Home Decor, Beverages",3,4199.9,Debit Card,0.0,Kolkata,East,Supermarket,"52/241, Dash Zila, Kolkata, India",Summer,Wednesday
TXN9587578,2024-10-14,11:02:55,CUST47233,Dhanush Din,30,Female,High,Monthly,Frequent Shopper,No,"Cushion Covers, Bluetooth Speaker, Laptop","Home Decor, Electronics, Electronics",3,8019.35,UPI,0.0,Kolkata,East,Supermarket,"12/68, Bhavsar, Kolkata, India",Autumn,Monday
TXN1664602,2024-06-03,11:02:55,CUST93473,Tushar Madan,33,Female,Low,Monthly,Frequent Shopper,No,"Energy Drink, Rice, Toothpaste, Saree","Beverages, Groceries, Personal Care, Clothing",4,15411.38,UPI,21.87,Chennai,South,Supermarket,"35/273, Chaudry Circle, Chennai, India",Summer,Monday
TXN3020466,2024-07-28,11:02:55,CUST28978,Vedika Krishna,27,Male,High,Monthly,Budget Buyer,No,"Curtains, Noodles, Sugar","Home Decor, Snacks, Groceries",3,10877.81,Cash,0.0,Kolkata,East,Supermarket,"56/06, Desai, Kolkata, India",Summer,Sunday
TXN8524358,2025-01-14,11:02:55,CUST70399,Tanya Jain,63,Female,Middle,Weekly,Luxury Shopper,Yes,"Noodles, Headphones, Noodles","Snacks, Electronics, Snacks",3,4261.21,Debit Card,0.0,Bangalore,South,Supermarket,"47/09, Vyas Ganj, Bangalore, India",Winter,Tuesday
TXN5039878,2024-10-18,11:02:55,CUST54076,Miraya Grover,36,Female,High,Occasional,Luxury Shopper,No,"Face Cream, Milk, Soft Drink","Personal Care, Groceries, Beverages",3,8569.380000000001,Cash,7.97,Jaipur,North,Supermarket,"99, Gandhi Marg, Jaipur, India",Autumn,Friday
TXN6405432,2024-07-12,11:02:55,CUST50999,Jivin Raval,45,Male,Low,Occasional,First-Time Shopper,No,"Flower Vase, Noodles, Energy Drink","Home Decor, Snacks, Beverages",3,4930.58,UPI,19.13,Pune,West,Supermarket,"944, Datta, Pune, India",Summer,Friday
TXN1217131,2024-02-09,11:02:55,CUST93558,Aarush Kata,50,Male,High,Occasional,Frequent Shopper,Yes,"Bluetooth Speaker, Biscuits, Fruit Juice","Electronics, Snacks, Beverages",3,4944.24,Cash,1.56,Bangalore,South,Supermarket,"84/578, Dass Road, Bangalore, India",Winter,Friday
TXN4914674,2024-05-28,11:02:55,CUST80678,Sara Swaminathan,57,Female,Middle,Monthly,Luxury Shopper,No,Bluetooth Speaker,Electronics,1,4643.83,UPI,0.0,Lucknow,North,Supermarket,"307, Bhandari Chowk, Lucknow, India",Spring,Tuesday
TXN5959362,2024-06-15,11:02:55,CUST44083,Neysa Hans,49,Female,Middle,Monthly,Luxury Shopper,No,"Chips, Face Cream","Snacks, Personal Care",2,6091.29,Credit Card,0.0,Chennai,South,Supermarket,"H.No. 02, Kakar Circle, Chennai, India",Summer,Saturday
TXN6801617,2024-10-08,11:02:55,CUST20290,Dhanuk Barad,32,Male,Middle,Weekly,Budget Buyer,No,Milk,Groceries,1,2259.97,Credit Card,28.13,Lucknow,North,Supermarket,"37/69, Babu Zila, Lucknow, India",Autumn,Tuesday
TXN8273047,2024-09-13,11:02:55,CUST13373,Vardaniya Yogi,65,Male,Low,Monthly,First-Time Shopper,Yes,"Energy Drink, Sneakers, Noodles","Beverages, Clothing, Snacks",3,4875.7699999999995,Cash,0.0,Ahmedabad,West,Supermarket,"98/13, Lalla Chowk, Ahmedabad, India",Autumn,Friday
TXN3550670,2024-06-04,11:02:55,CUST89752,Faiyaz Bhakta,30,Male,High,Occasional,Budget Buyer,No,Soap,Personal Care,1,1035.48,Cash,0.0,Ahmedabad,West,Supermarket,"H.No. 470, Sagar Circle, Ahmedabad, India",Summer,Tuesday
TXN1452713,2024-09-01,11:02:55,CUST35941,Raghav Sarkar,27,Male,Low,Occasional,Luxury Shopper,Yes,"Soft Drink, Soft Drink, Soft Drink","Beverages, Beverages, Beverages",3,10878.8,Debit Card,9.48,Ahmedabad,West,Supermarket,"H.No. 45, Soman Ganj, Ahmedabad, India",Autumn,Sunday
TXN5888146,2024-04-27,11:02:55,CUST98877,Stuvan Jain,41,Female,Low,Occasional,Luxury Shopper,Yes,"Dry Fruits, Namkeen","Snacks, Snacks",2,7068.18,Cash,29.92,Jaipur,North,Supermarket,"21, Manda Zila, Jaipur, India",Spring,Saturday
TXN5829445,2024-03-19,11:02:55,CUST94456,Dhanuk Wadhwa,33,Female,High,Occasional,Budget Buyer,No,"Trousers, Dal, Soft Drink","Clothing, Groceries, Beverages",3,7747.35,Net Banking,10.2,Jaipur,North,Supermarket,"H.No. 094, Seshadri Path, Jaipur, India",Spring,Tuesday
TXN5836941,2024-04-14,11:02:55,CUST95219,Yakshit Goel,47,Male,Low,Occasional,Luxury Shopper,No,"Shirt, Fruit Juice, Energy Drink","Clothing, Beverages, Beverages",3,4206.1,Net Banking,0.17,Jaipur,North,Supermarket,"21/65, Basu Path, Jaipur, India",Spring,Sunday
TXN9615693,2024-12-03,11:02:55,CUST50797,Zara Kalla,54,Male,High,Monthly,Frequent Shopper,No,"Curtains, Energy Drink, Bluetooth Speaker","Home Decor, Beverages, Electronics",3,7073.51,UPI,0.0,Lucknow,North,Supermarket,"000, Kunda Circle, Lucknow, India",Winter,Tuesday
TXN7081189,2024-12-28,11:02:55,CUST14012,Nayantara Kade,26,Male,High,Weekly,Luxury Shopper,No,"Dal, Green Tea","Groceries, Beverages",2,3051.69,UPI,0.0,Pune,West,Supermarket,"H.No. 14, Karnik Ganj, Pune, India",Winter,Saturday
TXN1365804,2024-12-23,11:02:55,CUST35738,Ivan Buch,34,Male,Low,Occasional,Budget Buyer,No,"Hoodie, Hair Oil, Chips","Clothing, Personal Care, Snacks",3,5273.68,Net Banking,0.0,Delhi,North,Supermarket,"855, Subramaniam Marg, Delhi, India",Winter,Monday
TXN4863362,2024-12-24,11:02:55,CUST78736,Dhanush Trivedi,45,Female,Low,Weekly,Luxury Shopper,Yes,"Tablet, Shampoo","Electronics, Personal Care",2,6445.0599999999995,Cash,22.98,Pune,West,Supermarket,"H.No. 93, Dhawan Path, Pune, India",Winter,Tuesday
TXN3541740,2024-09-08,11:02:55,CUST33596,Saira Bains,45,Female,High,Weekly,Budget Buyer,Yes,"Laptop, Laptop, Dal","Electronics, Electronics, Groceries",3,5474.22,UPI,16.86,Lucknow,North,Supermarket,"73/276, Rajagopal Zila, Lucknow, India",Autumn,Sunday
TXN3859405,2024-03-13,11:02:55,CUST70648,Miraan Kapur,59,Female,Low,Occasional,First-Time Shopper,No,"Biscuits, Rice","Snacks, Groceries",2,3861.63,Cash,0.0,Hyderabad,South,Supermarket,"73, Bava Zila, Hyderabad, India",Spring,Wednesday
TXN4985914,2024-03-03,11:02:55,CUST20956,Yashvi Chada,49,Male,Middle,Monthly,Budget Buyer,Yes,"Kurta, Flower Vase, Face Cream, Sneakers","Clothing, Home Decor, Personal Care, Clothing",4,9706.320000000002,UPI,17.67,Delhi,North,Supermarket,"H.No. 37, Varughese Path, Delhi, India",Spring,Sunday
TXN1968643,2024-12-26,11:02:55,CUST32118,Lakshay Gandhi,24,Male,Low,Occasional,First-Time Shopper,No,"Biscuits, Wall Art, Trousers","Snacks, Home Decor, Clothing",3,7739.639999999999,Credit Card,3.82,Jaipur,North,Supermarket,"51/51, Mani Road, Jaipur, India",Winter,Thursday
TXN9957498,2024-03-18,11:02:55,CUST22606,Arnav Salvi,46,Male,High,Occasional,Frequent Shopper,No,"Rice, Fruit Juice, Soap","Groceries, Beverages, Personal Care",3,7823.62,Debit Card,0.0,Ahmedabad,West,Supermarket,"H.No. 746, Bhavsar Chowk, Ahmedabad, India",Spring,Monday
TXN4055886,2024-08-06,11:02:55,CUST19846,Khushi Karnik,38,Female,Low,Monthly,Budget Buyer,Yes,"Soap, Rice","Personal Care, Groceries",2,6128.29,Cash,26.08,Lucknow,North,Supermarket,"88/11, Krishnan Circle, Lucknow, India",Monsoon,Tuesday
TXN4741884,2024-05-05,11:02:55,CUST94517,Divit Shukla,29,Female,High,Monthly,Luxury Shopper,No,"Hair Oil, Flower Vase, Laptop","Personal Care, Home Decor, Electronics",3,7686.11,UPI,12.91,Kolkata,East,Supermarket,"07/605, Gopal, Kolkata, India",Spring,Sunday
TXN1357017,2025-01-04,11:02:55,CUST45668,Heer Sahni,30,Male,High,Weekly,Budget Buyer,Yes,"Smartphone, Chocolate, Headphones","Electronics, Snacks, Electronics",3,4766.78,Debit Card,15.29,Mumbai,West,Supermarket,"70/425, Saraf Ganj, Mumbai, India",Winter,Saturday
TXN6505964,2024-09-22,11:02:55,CUST55040,Anahita Jani,21,Female,Middle,Weekly,First-Time Shopper,Yes,"Saree, Toothpaste","Clothing, Personal Care",2,7689.08,Cash,3.36,Pune,West,Supermarket,"67/32, Wali Path, Pune, India",Autumn,Sunday
TXN7225883,2024-06-27,11:02:55,CUST12974,Khushi Hayre,27,Male,High,Monthly,Luxury Shopper,Yes,"Toothpaste, Sneakers, Smartwatch","Personal Care, Clothing, Electronics",3,9149.189999999999,Credit Card,23.61,Chennai,South,Supermarket,"07, Chakrabarti Nagar, Chennai, India",Summer,Thursday
